,NDC,ingredient_code,rxnrom
0,68462041438,,
1,11523716001,28889,206805
2,65862042001,10180,198335
3,51672201602,7299,204602
4,64679092101,2194,309097
5,00591555305,3640,1650143
6,59746045730,32937,1738483
7,62011001902,1191,308416
8,65862074230,321064,349401
9,65162099308,4083,2110780
10,57664042183,32937,1738483
11,00378406705,,
12,31722054305,,
13,66993041864,17128,757968
14,68001022400,6472,197904
15,67857080330,,
16,36000012111,,
17,49348046030,,
18,00781602346,21212,309322
19,00054002025,42351,197892
20,00378210001,6468,978006
21,62756044018,135447,997229
22,96295011852,,
23,66993089715,1514,848180
24,68382079101,281,197311
25,65862052305,25480,310433
26,42799040301,11413,198352
27,00472125594,5640,197803
28,94046000105,,
29,00904555361,,
30,13811064701,6676,995666
31,00007323011,,
32,51672208808,20610,1014673
33,67877016930,26225,198052
34,10135015010,1191,212033
35,00591223015,,
36,00591079501,3361,991086
37,69452010532,88249,200224
38,00053813102,4257,1719228
39,49702023113,190521,1546894
40,00008122230,734064,790267
41,68180036109,8703,477560
42,10019001663,,
43,42865010002,,
44,69238149105,1808,197419
45,68084081621,6901,1091170
46,60432060804,8745,992432
47,08496303501,,
48,00093107576,19552,309080
49,65162090203,89013,349547
50,45963041806,35829,616749
51,43386091710,8591,1801294
52,60505038001,35636,199387
53,00085151903,37776,261289
54,62011018001,20610,1014673
55,41415000976,,
56,00677159701,,
57,00069311019,18631,211307
58,10158005306,,
59,00781150610,1202,197381
60,00603243321,1424,885219
61,00395009016,,
62,00904201380,1191,198467
63,38779193004,,
64,55111023190,42463,904475
65,00527123101,8691,96304
66,43598021040,9793,208185
67,11917007933,,
68,62037083920,,
69,52747051501,,
70,68180018202,2177,105171
71,68462019050,7258,198014
72,38779018905,,
73,43547030203,89013,602964
74,24385059471,7407,314119
75,00517232510,24909,1741271
76,00121481105,5489,992668
77,68645014059,4278,310273
78,68094075259,3407,393245
79,11917015910,,
80,49348022937,5640,197803
81,24208060203,19737,1375922
82,50383041906,21090,309291
83,00781106401,42347,993687
84,00591048801,,
85,00409793003,4850,1795477
86,50428367404,,
87,58406045504,214555,809159
88,00093330516,4124,753536
89,60687012801,69749,349199
90,27808011401,161,856987
91,43386035201,161,856992
92,13811053530,,
93,55150012150,37617,1659149
94,11917005097,,
95,61269021090,,
96,00574705050,1596,198509
97,79854020080,,
98,62756044605,2101,197446
99,00121077216,161,856940
100,46122006765,6750,637121
101,50265029960,,
102,10782020160,,
103,00591322001,161,993943
104,49348094323,,
105,64380078706,1827,866111
106,16103034803,3498,1049909
107,00363070008,1399,308668
108,76385011150,20352,200031
109,43386035610,161,857002
110,36800047962,3498,1049630
111,25021040266,5224,1361615
112,08470355001,,
113,49230064331,214342,1099808
114,30768003268,,
115,36000018398,,
116,00085113201,435,746763
117,53885052401,,
118,00603316230,4511,310410
119,31722053405,6845,197944
120,10572081005,,
121,00378385693,,
122,65862098601,8591,312529
123,42632041009,,
124,00093672373,435,1437702
125,00006027731,593411,665036
126,50580072104,20610,1020021
127,37205059471,161,198440
128,00054027223,194000,200328
129,75834011250,7623,198050
130,38396070693,,
131,00603321422,,
132,68382002310,1202,197381
133,00178085890,,
134,00450025708,,
135,59762018202,,
136,64980030550,9873,630196
137,47781063101,6901,1091225
138,63323082001,,
139,00525041030,,
140,00363064810,8163,1087047
141,50428001170,,
142,69315030630,7597,646456
143,51660020030,341248,349556
144,58657046001,6832,992184
145,00093319501,6142,197856
146,42192032090,,
147,00378001891,6918,866924
148,00536340401,7407,314119
149,63304043501,,
150,52569013397,,
151,43386014001,6883,996824
152,10702000750,21949,828348
153,64679073503,6918,866436
154,45802006003,1291,1648110
155,00186109205,6918,866414
156,68462022201,42351,197893
157,57664015513,7804,1049221
158,16714080201,725,541878
159,68180095604,2590,861495
160,59762018103,,
161,31722070290,52175,979480
162,63304019190,734064,790288
163,00761012124,,
164,00006057582,593411,861821
165,00781518001,10582,966220
166,00003633517,5552,213282
167,31722034001,7258,198013
168,42799080601,6069,311207
169,16714002310,8787,856519
170,00603422516,52175,979492
171,45802045384,60223,313852
172,13517011101,8134,199167
173,33342015715,140587,205323
174,70074056643,,
175,49884083601,,
176,00168002135,1291,308512
177,00074024501,,
178,50428109520,,
179,16252050750,,
180,70710113803,4450,197698
181,49022037227,,
182,51672528107,3255,1376340
183,00591040801,29046,314077
184,00363054309,8163,1046751
185,00003196801,59763,153652
186,58204000400,,
187,17478071610,14845,308345
188,70074062091,,
189,00363033016,161,307668
190,00087510480,,
191,50428277431,,
192,50428037065,,
193,49035045415,4910,259195
194,51862006305,3322,197591
195,16714085401,6918,866412
196,08222093356,,
197,00603321328,,
198,52747048090,,
199,00093735556,25025,310346
200,11822575620,,
201,56151107701,,
202,00536123201,1191,198467
203,25021011020,2189,1665107
204,13668015830,73494,205305
205,68462035601,10438,348472
206,08290306414,,
207,43547034506,114477,807832
208,49348074439,612,237870
209,08290203071,,
210,68645051054,5487,310798
211,42806033901,725,541878
212,00067032871,,
213,60432003732,6218,391937
214,00603023516,19478,308761
215,38341010677,1399,892798
216,13668000805,39993,854873
217,08290309589,,
218,42423027101,797541,797544
219,67877021810,6809,861010
220,68180044603,51272,616487
221,59196002901,,
222,51079029966,2599,884173
223,00955171016,,
224,16714074302,28031,311204
225,16729005054,37776,317160
226,72511076002,1665684,1665900
227,71093012004,25480,310430
228,50102023313,31994,1994764
229,00008104105,35302,351989
230,25021011387,4450,1721314
231,69315011710,4603,313988
232,62037059805,3443,831255
233,25021014220,733,1659592
234,69315021001,6832,992150
235,58394063703,4249,1666317
236,87701055451,,
237,31722053812,114477,311290
238,00378612001,3443,830872
239,68220013104,,
240,64679073509,6918,866436
241,54629061090,,
242,42571025001,2582,309329
243,00212185551,,
244,50474057009,1739745,1739778
245,68001033600,29046,205326
246,59779027408,1191,318272
247,53885039601,,
248,00904672580,36387,312935
249,53885013610,,
250,00013265302,61148,762875
251,40986001862,,
252,00363098200,6932,992816
253,55111025090,37801,313222
254,00603153458,,
255,76385013301,7226,198006
256,00338080304,4850,615107
257,37864000053,,
258,29300022652,6922,314106
259,13107010901,3423,897710
260,00078062751,141704,1310144
261,00472176494,5640,197803
262,72578000801,6922,311681
263,55466010711,10582,966401
264,00363059608,,
265,68382000905,28439,198428
266,00299383528,,
267,11917011815,,
268,59707022201,,
269,61748001401,4110,995607
270,60505357901,,
271,62037056005,8591,312504
272,69235031050,3640,1649988
273,00031224612,3289,1357553
274,50580025924,,
275,08627006021,,
276,55111057503,115264,904932
277,00904580880,,
278,00781203701,2597,857301
279,00496088230,6387,1422103
280,64679027301,28439,850087
281,00054355663,6813,864769
282,00536311337,7407,311975
283,00363018422,1897,308915
284,68084005501,3443,830801
285,51927288000,8091,204754
286,47335017923,10390,199592
287,54436002504,6851,1441424
288,13551090101,,
289,64679015502,,
290,00310028239,51272,721793
291,68382033901,72302,312846
292,11673064926,28889,692783
293,54868002100,,
294,37205027778,,
295,00603516532,8134,198086
296,59148001035,89013,352309
297,00093003905,,
298,40985027175,,
299,16252056960,,
300,43478024120,,
301,50458060701,679314,1650972
302,58160089641,1657128,2177398
303,33342005615,33738,312441
304,70710122701,704,856845
305,11917017183,,
306,69315030615,7597,646456
307,70074064135,,
308,50228010701,6809,861004
309,00363089688,7407,198030
310,08290306515,,
311,00078049958,,
312,16103038411,,
313,00378173001,62427,858747
314,13517011001,8134,198086
315,31722032901,11289,855312
316,00955100410,67108,854235
317,29300013010,5487,199903
318,00168027146,108118,151029
319,53100032210,,
320,52544093628,,
321,11917006877,,
322,68645040770,52175,979485
323,00093715598,36567,198211
324,59762227207,,
325,50580044907,161,209459
326,41388021041,1952,1358989
327,00093293205,6876,197958
328,11673066026,5640,197803
329,00603359049,4124,1367691
330,68382018401,4821,861731
331,63323020500,2053495,2053514
332,52536050001,3288,884386
333,98302013931,,
334,37864083701,,
335,00085134107,108118,746813
336,51991062033,84857,199224
337,51672128408,10759,1085636
338,00781580731,,
339,61958240101,1484911,1939335
340,11673045839,20610,1014678
341,00168033230,41126,895987
342,00904634946,,
343,50428460938,,
344,00487900760,9863,706943
345,00573055620,89821,1044575
346,00135017803,1897,1044532
347,37205004660,,
348,51927344500,,
349,11917013938,,
350,68462050565,4462,485647
351,00093716505,140587,205322
352,74312027800,,
353,49348092110,161,1148399
354,51079052420,26225,198052
355,00472040492,2590,861505
356,41608008773,,
357,51552083006,,
358,00527135010,10582,966249
359,11917011635,,
360,00172731046,,
361,00591377419,,
362,68462010960,38404,199889
363,00363032912,3498,1090078
364,59746036030,69749,349483
365,11917012054,,
366,63736002403,33199,763066
367,00904649335,3274,309714
368,38779263608,,
369,51672213108,28889,692783
370,69238105101,8308,198102
371,00536136234,7407,314119
372,94046000188,,
373,38779234908,,
374,63323033060,7233,239189
375,00713010912,1596,209597
376,11917008744,,
377,00378361301,10814,903703
378,00067050104,,
379,50383079216,40254,1099687
380,52544027621,,
381,00168005321,8091,204754
382,16781020496,,
383,65862010701,11413,198352
384,62175026037,7417,1812011
385,70000048101,161,307668
386,00254203080,31994,753479
387,42858041001,352372,899548
388,65862062590,88014,312839
389,68462079201,10753,199159
390,43072000512,,
391,81131031169,,
392,16252052750,42463,904467
393,00074714919,10582,966218
394,38703007610,,
395,62991132103,,
396,65862041905,10180,198334
397,50580067010,8896,1049668
398,59762502001,35208,312748
399,00087277231,,
400,59762181002,,
401,00597015230,1545653,1545664
402,00338355248,11124,1807508
403,53014046356,,
404,74312000190,,
405,76325010004,1368451,1368459
406,00093613732,3322,801957
407,13668001612,114477,311290
408,00703904003,641,1723160
409,00071101468,187832,607038
410,87701039587,,
411,24979015438,2231,309110
412,68308011101,7804,1049611
413,50002086019,,
414,00603213028,596,197322
415,45802089734,5640,197803
416,00008084381,40790,352125
417,00904642661,321988,349332
418,00029600822,,
419,62011003801,6750,283083
420,11527005140,10637,103951
421,68180040703,25033,419849
422,00113097426,20610,1014673
423,00185732230,435,1437702
424,00591271960,6809,1807917
425,41167002304,,
426,68791010320,25126,1191301
427,68462013159,10759,1014314
428,60846081001,10582,966246
429,00193288250,,
430,00904053080,,
431,38779234808,,
432,75834010805,6922,311681
433,68180032201,461016,485440
434,69097089812,83367,617310
435,63739056410,40790,314200
436,00378363305,20352,200032
437,00132020142,236719,283100
438,55111032205,25789,199247
439,00603344221,,
440,11917011546,,
441,00310008839,1091836,2001321
442,00093768432,135391,1111343
443,68001030300,8591,1801298
444,00536113428,6932,998483
445,70069038110,5093,1719862
446,16500004402,1191,1536835
447,81131031177,,
448,68001020006,3355,855926
449,10939012033,,
450,62011002303,161,198440
451,00115148901,725,861225
452,00363091555,7646,402014
453,11917011334,,
454,00258369190,,
455,83490031203,,
456,37000002305,8928,880853
457,37205012978,1151,198897
458,00781279010,7646,198051
459,10939073611,,
460,00603396821,,
461,62037083010,6918,866427
462,00781506020,723,308192
463,00430078327,,
464,62584074701,,
465,51660020090,341248,349556
466,68682010810,7417,1812011
467,62011010801,797541,582901
468,70710113907,4450,197699
469,00121063804,5032,996520
470,00002445485,61381,754503
471,00264780010,9863,1807634
472,00527134501,10582,892246
473,59762085002,,
474,00087048841,,
475,00501520030,,
476,51927357300,,
477,00338071913,,
478,00450012304,,
479,00093894305,281,197311
480,64679010502,42347,993518
481,00054022220,51272,317174
482,00006027701,593411,665036
483,60505036001,6218,391937
484,51285013197,4124,1358781
485,49348091810,161,1092189
486,49735011790,,
487,61755000502,1232150,1232159
488,00065064305,10627,207846
489,00430075327,,
490,60505530601,281,197311
491,63304069650,6980,197984
492,10702000201,8745,992438
493,00591271601,6901,1091170
494,59762500702,42331,311727
495,00378385610,321988,349332
496,47335090688,51272,312745
497,10956061801,8984,199106
498,50428122869,,
499,11917013940,,
500,50111045602,32675,863664
501,31722051090,36567,312962
502,00378600291,6809,1807917
503,66993068530,61381,283639
504,45802010401,135391,1797895
505,31722070190,52175,979492
506,68645055454,29046,205326
507,23155002505,1827,866018
508,51645085010,36387,998740
509,60505255205,25480,310434
510,00904623420,28889,692783
511,16500055939,,
512,16571010125,3355,854801
513,00363044167,3642,1746511
514,38396030537,,
515,15482057005,,
516,81131031271,,
517,00591246915,,
518,63874001324,,
519,00078042315,69749,352274
520,68180079901,8591,312504
521,10370083105,3443,830837
522,60505025701,3251,849515
523,65162076710,11289,855338
524,29300013601,2599,884185
525,50428382304,,
526,50428008517,,
527,00185500001,8152,900038
528,38779111109,,
529,00078077767,69749,1656351
530,00168002016,5492,203105
531,60505378806,53654,199422
532,49348003729,37935,1052943
533,65862011399,5487,199903
534,65862005190,36567,314231
535,45802097426,20610,1014673
536,00395040796,106212,991369
537,00781807501,1998,308964
538,67877042805,25480,310433
539,50428053801,6227,664981
540,67877026430,72625,596930
541,00310027460,51272,284509
542,00113048980,1897,308915
543,52372091325,,
544,56151149002,,
545,66993090212,,
546,16571016111,10811,905283
547,00781715729,7213,836358
548,68001025320,4450,197699
549,00378868835,2582,358917
550,50428890318,,
551,00299591202,60223,905387
552,51645078508,6582,198741
553,42358010210,6378,197873
554,49884088299,28439,851750
555,73070010315,51428,1653202
556,63481034860,1819,1716067
557,31604002887,,
558,76282031110,5470,905395
559,50228017805,25480,310434
560,49483006101,3498,1049630
561,55111015030,4493,313990
562,00245014530,703,834350
563,00087093376,,
564,00078064781,,
565,00066051046,,
566,08333153000,,
567,00004103328,,
568,11917013663,,
569,50428009691,,
570,68001018303,51272,312745
571,00363012140,5640,310964
572,45802072162,20610,1014571
573,00143312601,3361,991061
574,00766738896,1897,1044532
575,70954013520,3108,197558
576,39278031541,,
577,00185068701,24605,199390
578,00182079943,,
579,68462057330,121243,349434
580,50991032301,11248,542045
581,69238160508,6883,996824
582,31722057390,283742,606730
583,11917014764,,
584,51672414901,2002,200131
585,78112069355,33290,1101850
586,00143958005,,
587,38415000318,,
588,00093812101,,
589,00527133705,1292,197392
590,00143974001,8640,312617
591,65862001905,2231,309114
592,00603108858,,
593,49483005210,,
594,00093414856,237159,242754
595,42543000590,136411,577033
596,51862060901,6901,1806195
597,00121065916,,
598,60505530705,281,197313
599,13913000811,3355,858346
600,62332046431,4018,1367410
601,50228018005,25480,310431
602,00115172501,5021,239239
603,00378668877,40790,251872
604,51672128101,3254,204135
605,00173044200,26225,104897
606,31722073090,83818,200095
607,96295011317,,
608,51079009020,,
609,64376063010,,
610,57896072401,24942,242590
611,00378265801,7052,891881
612,00169008481,73044,213220
613,23900001982,,
614,00573015498,5640,153008
615,11917017170,,
616,08396902400,,
617,57883040502,10169,1494824
618,62850000001,,
619,68084059701,7417,1812011
620,08470389001,,
621,00065064515,7268,207100
622,42543040701,54993,199381
623,59762157601,187832,898715
624,74300049516,,
625,57515009439,,
626,86227090055,,
627,24208034425,25120,1797863
628,37205060207,6585,1053346
629,24385036871,7258,849574
630,00781603955,723,313797
631,50242006101,253337,1657074
632,57237016890,301542,859424
633,59651000305,7646,200329
634,11917016409,,
635,42858032501,725,861227
636,69097012403,38404,199889
637,00456240260,784649,1606490
638,00904637861,2551,309309
639,00501375205,,
640,00310032520,29561,1722937
641,13925050401,3108,197558
642,64376064805,161,856987
643,00536359401,,
644,00378190101,6963,993466
645,61442010310,3355,855926
646,55111029309,37418,313160
647,00074409001,,
648,36800048462,161,198440
649,51823000687,,
650,00884044904,11002,212428
651,62011005901,2400,1363309
652,50428247308,,
653,64679090606,,
654,00536340501,7407,311975
655,49281040015,798302,1300191
656,00078038405,17767,898361
657,00641610710,1546438,205885
658,50428217083,,
659,41415001077,,
660,68382010601,40254,1099596
661,00378042101,6876,197958
662,00781223401,7646,200329
663,00093754206,72625,596926
664,00603248232,,
665,47781026401,7804,1049611
666,55513053010,68442,1649946
667,00093417773,2231,309113
668,51079096620,4278,310273
669,37205044580,,
670,42002020005,7247,1043658
671,63304065201,281,197310
672,68180039901,140587,205323
673,49281062315,,
674,47781022905,7804,1049225
675,59762839801,,
676,63323054011,5224,1361226
677,50428147647,,
678,00093435901,2626,197536
679,65162027210,10180,198335
680,00555906458,24591,753483
681,00832121610,11289,855336
682,51672405706,703,834348
683,00469260130,1300786,1300797
684,00781522301,20352,200032
685,65862005930,4450,197698
686,50458054160,6809,1545163
687,00536106229,82003,1115005
688,68462073329,11636,748800
689,00406889101,725,541878
690,71104080401,1543095,1719611
691,70677001401,20610,1014673
692,00378561991,114477,387003
693,00904502309,,
694,00054418625,3264,197583
695,00536440901,42954,198946
696,68308071510,3640,799048
697,60505418303,11636,748800
698,68382000116,32937,1738511
699,00006047761,719872,1235591
700,00185037201,2556,200371
701,00093520006,1827,866090
702,00093314701,2231,309114
703,64679017102,,
704,00065401303,139462,404473
705,68382041205,7646,198051
706,00178090001,6765,207840
707,23594060050,,
708,10147075004,6135,106336
709,00555065802,,
710,00169770421,61148,847247
711,29033004630,39786,808748
712,33342008507,61381,351107
713,66215060206,1729002,1729053
714,11917013922,,
715,51552069705,,
716,11523009602,6227,705895
717,66993068738,61381,312076
718,08373000456,,
719,63304055205,,
720,11917010552,,
721,60505023501,38413,198370
722,50428240515,,
723,59762374301,2582,309332
724,00054009925,32624,312138
725,00904581061,,
726,71104080601,1543095,1719611
727,00093107678,19552,309081
728,38779259405,,
729,52817036000,6918,866924
730,49884046811,4493,1190110
731,68645055554,29046,197884
732,62559053001,8787,856535
733,50428046055,,
734,00185002010,15996,311725
735,38779208508,,
736,00603580325,,
737,49022042696,,
738,00031868522,,
739,11673036878,7258,849574
740,64125013601,1424,885219
741,51672414506,59943,310982
742,00093002701,3827,858813
743,10939010133,,
744,00052213903,,
745,51285012870,24941,1359026
746,00904662361,42316,313190
747,50428034400,6711,199647
748,00363905000,9863,1298435
749,71093012205,25480,310432
750,00641040012,5224,1361615
751,00409610202,4603,1719290
752,68180098001,29046,314076
753,43547037509,83818,200095
754,63824027263,3289,1373128
755,51672131606,108088,855480
756,00172731320,3008,835886
757,00093834201,4815,197737
758,59762480001,,
759,00409492834,1901,828527
760,31722081930,89013,602964
761,16729008101,7243,1483744
762,50428696215,,
763,60505018301,2002,308979
764,00143126301,5487,197886
765,74300000301,11423,1090577
766,51991070401,596,308047
767,59427031017,,
768,00206241601,37617,884254
769,00781894095,3024,1667993
770,68382080701,10737,856364
771,70710113001,2403,991194
772,69452011032,596,308047
773,00469520160,,
774,50428901330,,
775,00259477040,31476,896108
776,15821010115,8570,630981
777,45802092594,2590,861434
778,67405011045,6922,311678
779,50580029650,161,828555
780,00378212105,,
781,45802031801,1418,142034
782,63323066401,3498,1723740
783,13668007990,88249,311759
784,00115701806,6980,197984
785,00603052052,,
786,00186052060,,
787,00409656201,10379,2047882
788,43975021710,5764,197815
789,65862069550,6922,311681
790,70074057806,,
791,27437011006,8703,578797
792,16500053082,,
793,43547035110,29046,311353
794,13668022190,89013,349547
795,00185070101,5487,854916
796,49348093782,1191,198467
797,60505016601,42355,903884
798,29300018701,5487,854916
799,70074060746,,
800,65862016001,39993,854873
801,13811060690,21579,1087406
802,50428455446,,
803,11822222570,,
804,41100008049,28889,1242391
805,00378022805,33738,312440
806,00024033504,,
807,31248000301,,
808,43598067450,25033,419849
809,00603385721,,
810,00054023763,7052,892589
811,00378303001,3640,799048
812,25021020725,3639,1790100
813,00904551261,,
814,00781311964,67108,854235
815,51672529404,6606,204119
816,57664024718,20352,200033
817,00009074630,6691,1000128
818,23155010310,6809,861010
819,47781026301,7804,1049621
820,00067210015,,
821,51862010206,7514,748962
822,52569013270,,
823,00121067816,7531,312036
824,23155051901,6057,317110
825,68180035407,35829,616749
826,70700011885,4124,1720616
827,71093011205,25480,310434
828,45802081841,9525,422998
829,00056017690,11289,855314
830,57664024518,20352,200032
831,50742010501,4603,313988
832,51285075402,167,876439
833,00045044909,161,209459
834,00591040710,29046,314076
835,00378561378,114477,311288
836,00065034510,52151,206792
837,00904791551,5640,310965
838,00378180001,,
839,54458086610,,
840,52246092904,299081,1085820
841,68001016200,8745,992447
842,68084036001,,
843,38396030175,,
844,00115123201,7814,977874
845,00023079815,2062,1188426
846,68084096525,275891,313566
847,00169770321,61148,849851
848,12843010349,1191,387090
849,00677091730,,
850,16714040102,2194,309098
851,41415000473,,
852,64980021101,32675,863628
853,64980027301,1546438,197739
854,11917002528,,
855,64125090410,6470,197900
856,53885024701,,
857,59762154001,17767,308135
858,00363029115,5640,310965
859,49348087277,6932,998540
860,10939059901,,
861,00603422602,52175,979480
862,68462029017,1514,848176
863,67253020150,7984,834102
864,51991071350,6901,1091133
865,00093001198,40790,251872
866,00032120370,6406,1113046
867,68382009301,20352,200031
868,16714029601,723,617296
869,54092018981,52582,206791
870,00185040101,,
871,08317712003,,
872,11917013962,,
873,44183031316,,
874,65162000203,613391,855812
875,49035015712,1191,212033
876,00378609001,3443,830869
877,62756013802,25480,310431
878,37205087145,5499,91349
879,00363051908,161,198440
880,40986002154,,
881,13668009205,746741,859040
882,00310067960,1597582,1942489
883,00536344901,,
884,52569013475,,
885,00132018582,4910,596936
886,76478000105,10600,208560
887,47469000458,6711,242026
888,43598051090,283742,606730
889,00603148049,,
890,65162066790,8638,283077
891,50428531392,,
892,76439013004,46041,904396
893,00064501015,,
894,96295012324,,
895,68001025605,72625,596930
896,00406895801,3288,884386
897,00093205606,119565,855178
898,50428890268,,
899,00338130148,20481,1665088
900,36000021331,,
901,70436005106,21107,242461
902,42543035260,7597,646456
903,51660033301,161,1148399
904,00363081043,797541,808520
905,50428106905,,
906,52544055428,,
907,08222093394,,
908,54295030723,10223,999613
909,00944462501,4257,1741409
910,76439010150,2231,309112
911,08290309623,,
912,00378181510,10582,966225
913,62756051183,72965,200064
914,08290306424,,
915,00904546080,1897,809536
916,50742063560,51272,853201
917,00591241730,,
918,60846080401,10582,966232
919,43547037310,161,857005
920,76314030232,,
921,00056018890,,
922,65862019301,4493,310385
923,62856050010,,
924,68180035209,36437,312941
925,38779086904,,
926,00591231519,5487,200284
927,00053813402,4257,1719228
928,61442012110,4278,310273
929,31722022105,25480,310430
930,11917006581,,
931,68382003205,40254,1099678
932,65862019901,25480,310431
933,00121115440,6218,391937
934,00527150237,725,541892
935,47781066290,10582,966225
936,69097091591,4508,197726
937,00085092401,1514,213641
938,51672130601,108088,855474
939,49884034801,8331,198103
940,00113065630,3289,1113705
941,43975033410,725,861225
942,68180086573,24941,1724801
943,00555032302,5553,995253
944,00259030921,,
945,00536012297,161,307675
946,00832049511,10800,198324
947,54569641100,,
948,16103034711,3498,1020477
949,00904581161,29046,311354
950,76385010410,1424,885213
951,00093002810,3827,858817
952,52605012305,5640,197807
953,52569013601,,
954,50383004316,5489,992668
955,58160081011,798302,1300386
956,13107003601,3288,884385
957,63020053530,1364347,1364358
958,63948006919,,
959,11917003728,,
960,00603168458,,
961,00363042816,7407,314119
962,58468018002,,
963,00143999401,,
964,50428027840,,
965,00093026492,4462,103457
966,10147095403,679314,672571
967,57664034288,,
968,37205071516,,
969,30768003134,,
970,50458086101,,
971,67618010230,,
972,00228206310,,
973,00126007692,,
974,64679096101,18631,308460
975,00603184158,40254,1099687
976,60505258103,18631,308460
977,00591111730,15996,311725
978,00603028321,,
979,16571013050,,
980,50428322436,,
981,65162040410,,
982,00049397060,115698,284548
983,59148001870,89013,1659818
984,00761055520,,
985,00450027125,,
986,10702002801,8152,900038
987,49022075496,,
988,65862087460,51272,895670
989,56151172101,,
990,54458092516,42463,904475
991,63304053401,,
992,65862045660,596,433799
993,11917014667,,
994,00536311108,,
995,00093960423,5093,141935
996,00904198859,161,209443
997,29300011610,38404,151226
998,24338002110,,
999,57237001899,72625,596930
1000,43598044774,7407,198029
1001,00904100716,,
1002,00093444405,25480,310434
1003,66215060606,1729002,1729061
1004,23359010530,,
1005,00121059515,21183,543014
1006,45802049696,3255,197575
1007,43386009661,2590,861448
1008,00088502101,274783,285018
1009,68682004525,10600,1992299
1010,00456132901,,
1011,00049318030,121243,352219
1012,14550051104,,
1013,00555038102,6754,861467
1014,00456009590,,
1015,17478082505,,
1016,68462015901,,
1017,50428444384,,
1018,68382006905,36567,200345
1019,59630011505,,
1020,11917012353,,
1021,00056017401,11289,855298
1022,00378551193,61381,312076
1023,00573018010,5640,1299021
1024,68084012401,,
1025,16714039202,25037,309054
1026,69452011232,596,197321
1027,00781506705,5487,310818
1028,77333071510,,
1029,00409468812,4450,1721314
1030,71225010401,5542,1087964
1031,76282034201,7258,198014
1032,23155001010,5781,197817
1033,16729037717,29046,314076
1034,00169185350,,
1035,00074455211,10582,966247
1036,45802006005,,
1037,00574220520,10753,106303
1038,16500004019,1191,1536680
1039,62011009001,5032,1044949
1040,96295010284,,
1041,52544093528,,
1042,54868246201,,
1043,00456068801,18993,208365
1044,00603576428,9997,198223
1045,00173047900,37418,860088
1046,00781715764,7213,836358
1047,00904224461,,
1048,63481061270,7814,977940
1049,68682071190,,
1050,00713032415,25126,1191315
1051,68382064928,52582,833234
1052,24979002607,3443,830861
1053,50428015144,,
1054,68001011506,114477,387003
1055,36800051626,5032,1044949
1056,51672129703,2590,1992281
1057,00093510505,61381,283639
1058,68382009205,20352,686924
1059,49022029123,,
1060,00062543402,,
1061,50458064765,38404,845478
1062,00093360982,36117,1918203
1063,47781041501,6901,1091155
1064,51079082119,,
1065,00703003101,6902,1743779
1066,08225791000,,
1067,69452010713,88249,242438
1068,00603026832,,
1069,50383066403,,
1070,64980051401,10600,1992303
1071,00904585053,,
1072,47335071581,25025,310346
1073,63824002346,5032,891297
1074,83490031062,,
1075,10939053644,,
1076,52544098131,,
1077,43598020451,723,617322
1078,50428477063,,
1079,00299576502,3254,205534
1080,59676032004,105694,212219
1081,67857080619,10759,1110806
1082,00065033230,135391,1797898
1083,68382020906,84857,199224
1084,00472132626,5492,203105
1085,50383079206,40254,1099687
1086,00172435846,,
1087,15338023330,3827,858810
1088,29300015001,51272,317174
1089,10702019110,161,856999
1090,31722051290,36567,312961
1091,59779090724,3289,1020138
1092,62559017005,7052,892589
1093,67457052237,8339,1659137
1094,64980016001,19257,857336
1095,10119003018,,
1096,00093819201,2541,197506
1097,00536195083,,
1098,31604001796,,
1099,11523016503,10637,209674
1100,08333162609,,
1101,00054027722,,
1102,67253026411,,
1103,68180040203,19552,309081
1104,60432045516,5489,992668
1105,29300024205,17767,197361
1106,11917005020,,
1107,54458092710,,
1108,50428247239,,
1109,00363056314,1191,308416
1110,00591544210,8640,198145
1111,00536360696,,
1112,50428031075,3498,1049880
1113,71288040311,5224,1361615
1114,57896078016,3498,1049906
1115,49884005410,5691,835593
1116,67253014944,,
1117,65862049501,51272,616483
1118,81131018748,,
1119,00536322408,47613,847121
1120,31722053530,300195,349251
1121,13925016604,8638,312614
1122,00008084401,40790,763308
1123,08290202657,,
1124,00093550756,61381,403971
1125,00168031285,3743,857366
1126,51079062382,6572,201185
1127,00212362551,,
1128,43199001201,153970,1046985
1129,00178083230,1151,1100471
1130,16729002110,33738,312440
1131,83490020760,9863,707347
1132,16714020601,,
1133,59011043010,7804,1049576
1134,62175010416,,
1135,16837085550,4278,104094
1136,50458060601,679314,1650968
1137,00395266216,,
1138,00555095502,,
1139,00517003125,11248,309594
1140,68382011405,35636,312830
1141,00245018211,,
1142,51672131808,21090,309289
1143,00173057000,26225,876693
1144,67877012420,9793,106351
1145,68001013706,115698,313776
1146,00781145210,4821,310490
1147,10158003303,,
1148,36000052752,,
1149,27241007006,6719,996571
1150,00363000611,6972,205121
1151,68180086413,24941,1722680
1152,16714079902,20610,1014678
1153,71104080201,1543095,1719611
1154,68382078301,49276,197625
1155,00093545528,4083,1359129
1156,16714023502,7984,834102
1157,00378191210,2598,197528
1158,00904648780,29046,197884
1159,00029608522,,
1160,51927121800,,
1161,00603519216,,
1162,00591588401,6901,1091392
1163,45802043411,2623,309367
1164,00406036562,,
1165,08290328440,,
1166,00591367101,31448,311893
1167,63736044120,,
